TradeID,EntryTime,OptionType,Delta,ShortStrike,LongStrike,Width,Premium,ProfitTarget,ProfitDateTime,ProfitPrice,StopLossDateTime,StopLossTarget,StopLossPrice,IsWin,Outcome,ProfitLoss,ProfitLossAfterSlippage,CommissionFees,Slippage,LossMultiple,TradesToday
7138299,2/6/2023 12:15:00 PM,C,0.00,4130.00,4175.00,45.00,2.40,P100,,,,1x,,True,Expiration,2.40,2.35,1.65,0.05,0,0
7138495,2/6/2023 12:30:00 PM,C,0.00,4125.00,4170.00,45.00,2.80,P100,,,,1x,,True,Expiration,2.80,2.75,1.65,0.05,0,0
7142987,2/6/2023 12:45:00 PM,P,0.00,4095.00,4050.00,45.00,2.90,P100,,,,1x,,True,Expiration,2.90,2.85,1.65,0.05,0,0
7138843,2/6/2023 1:00:00 PM,C,0.00,4125.00,4170.00,45.00,3.15,P100,,,,1x,,True,Expiration,3.15,3.10,1.65,0.05,0,0
7143355,2/6/2023 1:15:00 PM,P,0.00,4095.00,4050.00,45.00,2.35,P100,,,,1x,,True,Expiration,2.35,2.30,1.65,0.05,0,0
7139167,2/6/2023 1:30:00 PM,C,0.00,4125.00,4170.00,45.00,2.30,P100,,,2/6/2023 2:16:00 PM,1x,4.60,False,Stop Loss,-2.30,-2.50,3.30,0.20,1.1,0
7139335,2/6/2023 1:45:00 PM,C,0.00,4120.00,4165.00,45.00,3.00,P100,,,2/6/2023 2:13:00 PM,1x,6.00,False,Stop Loss,-3.00,-3.20,3.30,0.20,1.1,0
7143863,2/6/2023 2:00:00 PM,P,0.00,4100.00,4055.00,45.00,2.90,P100,,,,1x,,True,Expiration,2.90,2.85,1.65,0.05,0,0
7144031,2/6/2023 2:15:00 PM,P,0.00,4105.00,4060.00,45.00,2.30,P100,,,2/6/2023 3:16:00 PM,1x,4.60,False,Stop Loss,-2.30,-2.50,3.30,0.20,1.1,0
7139747,2/6/2023 2:30:00 PM,C,0.00,4125.00,4170.00,45.00,2.75,P100,,,,1x,,True,Expiration,2.75,2.70,1.65,0.05,0,0
7139891,2/6/2023 2:45:00 PM,C,0.00,4120.00,4165.00,45.00,2.80,P100,,,,1x,,True,Expiration,2.80,2.75,1.65,0.05,0,0
7144443,2/6/2023 3:00:00 PM,P,0.00,4110.00,4065.00,45.00,3.40,P100,,,2/6/2023 3:15:00 PM,1x,6.80,False,Stop Loss,-3.40,-3.60,3.30,0.20,1.1,0
7140115,2/6/2023 3:15:00 PM,C,0.00,4110.00,4155.00,45.00,3.25,P100,,,,1x,,True,Expiration (ITM),3.08,2.88,3.30,0.20,0,0
7140187,2/6/2023 3:30:00 PM,C,0.00,4105.00,4150.00,45.00,3.20,P100,,,2/6/2023 3:36:00 PM,1x,6.40,False,Stop Loss,-3.20,-3.40,3.30,0.20,1.1,0
7144755,2/6/2023 3:45:00 PM,P,0.00,4110.00,4065.00,45.00,4.00,P100,,,,1x,,True,Expiration,4.00,3.95,1.65,0.05,0,0
7152091,2/7/2023 9:33:00 AM,C,0.00,4165.00,4210.00,45.00,2.30,P100,,,2/7/2023 12:45:00 PM,1x,4.60,False,Stop Loss,-2.30,-2.50,3.30,0.20,1.1,26
7145251,2/7/2023 9:45:00 AM,P,0.00,4050.00,4005.00,45.00,2.65,P100,,,,1x,,True,Expiration,2.65,2.60,1.65,0.05,0,26
7152739,2/7/2023 10:00:00 AM,C,0.00,4160.00,4205.00,45.00,2.45,P100,,,2/7/2023 12:42:00 PM,1x,4.90,False,Stop Loss,-2.45,-2.65,3.30,0.20,1.1,0
7153055,2/7/2023 10:15:00 AM,C,0.00,4155.00,4200.00,45.00,2.65,P100,,,2/7/2023 12:41:00 PM,1x,5.30,False,Stop Loss,-2.65,-2.85,3.30,0.20,1.1,0
7153363,2/7/2023 10:30:00 AM,C,0.00,4155.00,4200.00,45.00,2.45,P100,,,2/7/2023 12:41:00 PM,1x,4.90,False,Stop Loss,-2.45,-2.65,3.30,0.20,1.1,0
7146523,2/7/2023 10:45:00 AM,P,0.00,4050.00,4005.00,45.00,2.55,P100,,,,1x,,True,Expiration,2.55,2.50,1.65,0.05,0,0
7153951,2/7/2023 11:00:00 AM,C,0.00,4155.00,4200.00,45.00,2.40,P100,,,2/7/2023 12:41:00 PM,1x,4.80,False,Stop Loss,-2.40,-2.60,3.30,0.20,1.1,0
7147163,2/7/2023 11:15:00 AM,P,0.00,4060.00,4015.00,45.00,2.55,P100,,,,1x,,True,Expiration,2.55,2.50,1.65,0.05,0,0
7147491,2/7/2023 11:30:00 AM,P,0.00,4060.00,4015.00,45.00,2.50,P100,,,,1x,,True,Expiration,2.50,2.45,1.65,0.05,0,0
7147827,2/7/2023 11:45:00 AM,P,0.00,4065.00,4020.00,45.00,2.60,P100,,,,1x,,True,Expiration,2.60,2.55,1.65,0.05,0,0
7155115,2/7/2023 12:00:00 PM,C,0.00,4165.00,4210.00,45.00,2.50,P100,,,2/7/2023 12:45:00 PM,1x,5.00,False,Stop Loss,-2.50,-2.70,3.30,0.20,1.1,0
7148523,2/7/2023 12:15:00 PM,P,0.00,4060.00,4010.00,50.00,2.35,P100,,,,1x,,True,Expiration,2.35,2.30,1.65,0.05,0,0
7155683,2/7/2023 12:30:00 PM,C,0.00,4160.00,4205.00,45.00,2.55,P100,,,2/7/2023 12:42:00 PM,1x,5.10,False,Stop Loss,-2.55,-2.75,3.30,0.20,1.1,0
7149175,2/7/2023 12:45:00 PM,P,0.00,4075.00,4030.00,45.00,2.45,P100,,,2/7/2023 1:34:00 PM,1x,4.90,False,Stop Loss,-2.45,-2.65,3.30,0.20,1.1,0
7149499,2/7/2023 1:00:00 PM,P,0.00,4120.00,4075.00,45.00,2.65,P100,,,2/7/2023 1:15:00 PM,1x,5.30,False,Stop Loss,-2.65,-2.85,3.30,0.20,1.1,0
7156443,2/7/2023 1:15:00 PM,C,0.00,4170.00,4215.00,45.00,2.80,P100,,,2/7/2023 3:53:00 PM,1x,5.60,False,Stop Loss,-2.80,-3.00,3.30,0.20,1.1,0
7156667,2/7/2023 1:30:00 PM,C,0.00,4135.00,4180.00,45.00,2.55,P100,,,2/7/2023 2:07:00 PM,1x,5.10,False,Stop Loss,-2.55,-2.75,3.30,0.20,1.1,0
7156907,2/7/2023 1:45:00 PM,C,0.00,4120.00,4165.00,45.00,2.90,P100,,,2/7/2023 2:06:00 PM,1x,5.80,False,Stop Loss,-2.90,-3.10,3.30,0.20,1.1,0
7150551,2/7/2023 2:00:00 PM,P,0.00,4080.00,4035.00,45.00,2.65,P100,,,,1x,,True,Expiration,2.65,2.60,1.65,0.05,0,0
7150783,2/7/2023 2:15:00 PM,P,0.00,4110.00,4065.00,45.00,2.55,P100,,,,1x,,True,Expiration,2.55,2.50,1.65,0.05,0,0
7151015,2/7/2023 2:30:00 PM,P,0.00,4115.00,4070.00,45.00,2.50,P100,,,,1x,,True,Expiration,2.50,2.45,1.65,0.05,0,0
7151227,2/7/2023 2:45:00 PM,P,0.00,4130.00,4085.00,45.00,3.00,P100,,,,1x,,True,Expiration,3.00,2.95,1.65,0.05,0,0
7151423,2/7/2023 3:00:00 PM,P,0.00,4140.00,4095.00,45.00,3.35,P100,,,,1x,,True,Expiration,3.35,3.30,1.65,0.05,0,0
7157911,2/7/2023 3:15:00 PM,C,0.00,4150.00,4195.00,45.00,3.65,P100,,,2/7/2023 3:21:00 PM,1x,7.30,False,Stop Loss,-3.65,-3.85,3.30,0.20,1.1,0
7151731,2/7/2023 3:30:00 PM,P,0.00,4155.00,4110.00,45.00,3.25,P100,,,,1x,,True,Expiration,3.25,3.20,1.65,0.05,0,0
7151827,2/7/2023 3:45:00 PM,P,0.00,4160.00,4115.00,45.00,3.05,P100,,,,1x,,True,Expiration,3.05,3.00,1.65,0.05,0,0
7158299,2/8/2023 9:33:00 AM,C,0.00,4185.00,4235.00,50.00,2.30,P100,,,,1x,,True,Expiration,2.30,2.25,1.65,0.05,0,26
7158567,2/8/2023 9:45:00 AM,C,0.00,4190.00,4235.00,45.00,2.60,P100,,,,1x,,True,Expiration,2.60,2.55,1.65,0.05,0,0
7164295,2/8/2023 10:00:00 AM,P,0.00,4120.00,4075.00,45.00,2.80,P100,,,2/8/2023 10:31:00 AM,1x,5.60,False,Stop Loss,-2.80,-3.00,3.30,0.20,1.1,26
7159051,2/8/2023 10:15:00 AM,C,0.00,4180.00,4225.00,45.00,2.60,P100,,,,1x,,True,Expiration,2.60,2.55,1.65,0.05,0,0
7159295,2/8/2023 10:30:00 AM,C,0.00,4175.00,4220.00,45.00,2.70,P100,,,,1x,,True,Expiration,2.70,2.65,1.65,0.05,0,0
7159559,2/8/2023 10:45:00 AM,C,0.00,4165.00,4210.00,45.00,2.85,P100,,,,1x,,True,Expiration,2.85,2.80,1.65,0.05,0,0
7159791,2/8/2023 11:00:00 AM,C,0.00,4165.00,4210.00,45.00,2.30,P100,,,,1x,,True,Expiration,2.30,2.25,1.65,0.05,0,0
7160063,2/8/2023 11:15:00 AM,C,0.00,4155.00,4200.00,45.00,2.70,P100,,,,1x,,True,Expiration,2.70,2.65,1.65,0.05,0,0
7160359,2/8/2023 11:30:00 AM,C,0.00,4145.00,4190.00,45.00,2.65,P100,,,2/8/2023 1:06:00 PM,1x,5.30,False,Stop Loss,-2.65,-2.85,3.30,0.20,1.1,0
7160647,2/8/2023 11:45:00 AM,C,0.00,4145.00,4200.00,55.00,2.30,P100,,,2/8/2023 12:32:00 PM,1x,4.60,False,Stop Loss,-2.30,-2.50,3.30,0.20,1.1,0
7166115,2/8/2023 12:00:00 PM,P,0.00,4100.00,4055.00,45.00,2.35,P100,,,,1x,,True,Expiration,2.35,2.30,1.65,0.05,0,0
7166299,2/8/2023 12:15:00 PM,P,0.00,4095.00,4050.00,45.00,2.90,P100,,,,1x,,True,Expiration,2.90,2.85,1.65,0.05,0,0
7166507,2/8/2023 12:30:00 PM,P,0.00,4105.00,4060.00,45.00,2.50,P100,,,,1x,,True,Expiration,2.50,2.45,1.65,0.05,0,0
7161675,2/8/2023 12:45:00 PM,C,0.00,4145.00,4190.00,45.00,2.50,P100,,,2/8/2023 1:06:00 PM,1x,5.00,False,Stop Loss,-2.50,-2.70,3.30,0.20,1.1,0
7166867,2/8/2023 1:00:00 PM,P,0.00,4110.00,4065.00,45.00,2.95,P100,,,,1x,,True,Expiration,2.95,2.90,1.65,0.05,0,0
7167063,2/8/2023 1:15:00 PM,P,0.00,4115.00,4070.00,45.00,2.90,P100,,,2/8/2023 1:39:00 PM,1x,5.80,False,Stop Loss,-2.90,-3.10,3.30,0.20,1.1,0
7162303,2/8/2023 1:30:00 PM,C,0.00,4150.00,4195.00,45.00,2.30,P100,,,,1x,,True,Expiration,2.30,2.25,1.65,0.05,0,0
7162515,2/8/2023 1:45:00 PM,C,0.00,4140.00,4185.00,45.00,3.25,P100,,,,1x,,True,Expiration,3.25,3.20,1.65,0.05,0,0
7167611,2/8/2023 2:00:00 PM,P,0.00,4110.00,4065.00,45.00,2.75,P100,,,,1x,,True,Expiration,2.75,2.70,1.65,0.05,0,0
7167779,2/8/2023 2:15:00 PM,P,0.00,4115.00,4070.00,45.00,2.60,P100,,,2/8/2023 2:42:00 PM,1x,5.20,False,Stop Loss,-2.60,-2.80,3.30,0.20,1.1,0
7163015,2/8/2023 2:30:00 PM,C,0.00,4135.00,4180.00,45.00,2.95,P100,,,,1x,,True,Expiration,2.95,2.90,1.65,0.05,0,0
7163159,2/8/2023 2:45:00 PM,C,0.00,4130.00,4175.00,45.00,2.95,P100,,,,1x,,True,Expiration,2.95,2.90,1.65,0.05,0,0
7168215,2/8/2023 3:00:00 PM,P,0.00,4115.00,4070.00,45.00,2.40,P100,,,2/8/2023 3:05:00 PM,1x,4.80,False,Stop Loss,-2.40,-2.60,3.30,0.20,1.1,0
7163399,2/8/2023 3:15:00 PM,C,0.00,4120.00,4165.00,45.00,2.55,P100,,,2/8/2023 3:42:00 PM,1x,5.10,False,Stop Loss,-2.55,-2.75,3.30,0.20,1.1,0
7168431,2/8/2023 3:30:00 PM,P,0.00,4115.00,4070.00,45.00,3.75,P100,,,,1x,,True,Expiration,3.75,3.70,1.65,0.05,0,0
7168527,2/8/2023 3:45:00 PM,P,0.00,4120.00,4075.00,45.00,2.85,P100,,,2/8/2023 3:46:00 PM,1x,5.70,False,Stop Loss,-2.85,-3.05,3.30,0.20,1.1,0
7168687,2/9/2023 9:33:00 AM,P,0.00,4110.00,4065.00,45.00,2.30,P100,,,2/9/2023 11:06:00 AM,1x,4.60,False,Stop Loss,-2.30,-2.50,3.30,0.20,1.1,26
7168999,2/9/2023 9:45:00 AM,P,0.00,4105.00,4060.00,45.00,2.30,P100,,,2/9/2023 12:34:00 PM,1x,4.60,False,Stop Loss,-2.30,-2.50,3.30,0.20,1.1,0
7173967,2/9/2023 10:00:00 AM,C,0.00,4180.00,4225.00,45.00,2.35,P100,,,,1x,,True,Expiration,2.35,2.30,1.65,0.05,0,26
7174211,2/9/2023 10:15:00 AM,C,0.00,4175.00,4220.00,45.00,2.90,P100,,,,1x,,True,Expiration,2.90,2.85,1.65,0.05,0,0
7174427,2/9/2023 10:30:00 AM,C,0.00,4165.00,4210.00,45.00,2.50,P100,,,,1x,,True,Expiration,2.50,2.45,1.65,0.05,0,0
7174667,2/9/2023 10:45:00 AM,C,0.00,4165.00,4210.00,45.00,2.40,P100,,,,1x,,True,Expiration,2.40,2.35,1.65,0.05,0,0
7170235,2/9/2023 11:00:00 AM,P,0.00,4115.00,4070.00,45.00,2.70,P100,,,2/9/2023 11:03:00 AM,1x,5.40,False,Stop Loss,-2.70,-2.90,3.30,0.20,1.1,0
7175107,2/9/2023 11:15:00 AM,C,0.00,4155.00,4200.00,45.00,3.10,P100,,,,1x,,True,Expiration,3.10,3.05,1.65,0.05,0,0
7175299,2/9/2023 11:30:00 AM,C,0.00,4150.00,4195.00,45.00,2.60,P100,,,,1x,,True,Expiration,2.60,2.55,1.65,0.05,0,0
7170843,2/9/2023 11:45:00 AM,P,0.00,4105.00,4060.00,45.00,2.70,P100,,,2/9/2023 12:36:00 PM,1x,5.40,False,Stop Loss,-2.70,-2.90,3.30,0.20,1.1,0
7175735,2/9/2023 12:00:00 PM,C,0.00,4145.00,4190.00,45.00,3.00,P100,,,,1x,,True,Expiration,3.00,2.95,1.65,0.05,0,0
7171211,2/9/2023 12:15:00 PM,P,0.00,4110.00,4065.00,45.00,2.45,P100,,,2/9/2023 12:32:00 PM,1x,4.90,False,Stop Loss,-2.45,-2.65,3.30,0.20,1.1,0
7176147,2/9/2023 12:30:00 PM,C,0.00,4140.00,4185.00,45.00,3.20,P100,,,,1x,,True,Expiration,3.20,3.15,1.65,0.05,0,0
7176339,2/9/2023 12:45:00 PM,C,0.00,4130.00,4175.00,45.00,2.50,P100,,,,1x,,True,Expiration,2.50,2.45,1.65,0.05,0,0
7171719,2/9/2023 1:00:00 PM,P,0.00,4095.00,4050.00,45.00,3.20,P100,,,2/9/2023 2:16:00 PM,1x,6.40,False,Stop Loss,-3.20,-3.40,3.30,0.20,1.1,0
7176735,2/9/2023 1:15:00 PM,C,0.00,4125.00,4170.00,45.00,2.90,P100,,,,1x,,True,Expiration,2.90,2.85,1.65,0.05,0,0
7172075,2/9/2023 1:30:00 PM,P,0.00,4095.00,4050.00,45.00,3.30,P100,,,2/9/2023 2:16:00 PM,1x,6.60,False,Stop Loss,-3.30,-3.50,3.30,0.20,1.1,0
7177063,2/9/2023 1:45:00 PM,C,0.00,4120.00,4165.00,45.00,2.65,P100,,,,1x,,True,Expiration,2.65,2.60,1.65,0.05,0,0
7177235,2/9/2023 2:00:00 PM,C,0.00,4115.00,4160.00,45.00,3.30,P100,,,,1x,,True,Expiration,3.30,3.25,1.65,0.05,0,0
7177391,2/9/2023 2:15:00 PM,C,0.00,4110.00,4155.00,45.00,3.50,P100,,,,1x,,True,Expiration,3.50,3.45,1.65,0.05,0,0
7177527,2/9/2023 2:30:00 PM,C,0.00,4105.00,4150.00,45.00,2.95,P100,,,,1x,,True,Expiration,2.95,2.90,1.65,0.05,0,0
7172847,2/9/2023 2:45:00 PM,P,0.00,4090.00,4045.00,45.00,3.00,P100,,,2/9/2023 3:04:00 PM,1x,6.00,False,Stop Loss,-3.00,-3.20,3.30,0.20,1.1,0
7177787,2/9/2023 3:00:00 PM,C,0.00,4105.00,4150.00,45.00,2.30,P100,,,,1x,,True,Expiration,2.30,2.25,1.65,0.05,0,0
7177907,2/9/2023 3:15:00 PM,C,0.00,4090.00,4135.00,45.00,3.65,P100,,,,1x,,True,Expiration,3.65,3.60,1.65,0.05,0,0
7178003,2/9/2023 3:30:00 PM,C,0.00,4080.00,4125.00,45.00,3.55,P100,,,2/9/2023 3:45:00 PM,1x,7.10,False,Stop Loss,-3.55,-3.75,3.30,0.20,1.1,0
7173311,2/9/2023 3:45:00 PM,P,0.00,4085.00,4040.00,45.00,4.60,P100,,,,1x,,True,Expiration (ITM),0.12,-0.08,3.30,0.20,0,0
7178267,2/10/2023 9:33:00 AM,C,0.00,4120.00,4165.00,45.00,2.30,P100,,,,1x,,True,Expiration,2.30,2.25,1.65,0.05,0,26
7178567,2/10/2023 9:45:00 AM,C,0.00,4110.00,4155.00,45.00,2.85,P100,,,2/10/2023 10:17:00 AM,1x,5.70,False,Stop Loss,-2.85,-3.05,3.30,0.20,1.1,0
7183947,2/10/2023 10:00:00 AM,P,0.00,4025.00,3980.00,45.00,2.35,P100,,,,1x,,True,Expiration,2.35,2.30,1.65,0.05,0,26
7184255,2/10/2023 10:15:00 AM,P,0.00,4040.00,3995.00,45.00,2.45,P100,,,,1x,,True,Expiration,2.45,2.40,1.65,0.05,0,0
7184559,2/10/2023 10:30:00 AM,P,0.00,4045.00,4000.00,45.00,2.40,P100,,,,1x,,True,Expiration,2.40,2.35,1.65,0.05,0,0
7179579,2/10/2023 10:45:00 AM,C,0.00,4115.00,4160.00,45.00,2.60,P100,,,,1x,,True,Expiration,2.60,2.55,1.65,0.05,0,0
7179823,2/10/2023 11:00:00 AM,C,0.00,4110.00,4155.00,45.00,2.40,P100,,,,1x,,True,Expiration,2.40,2.35,1.65,0.05,0,0
7185451,2/10/2023 11:15:00 AM,P,0.00,4045.00,4000.00,45.00,2.45,P100,,,,1x,,True,Expiration,2.45,2.40,1.65,0.05,0,0
7180295,2/10/2023 11:30:00 AM,C,0.00,4110.00,4155.00,45.00,2.40,P100,,,,1x,,True,Expiration,2.40,2.35,1.65,0.05,0,0
7180527,2/10/2023 11:45:00 AM,C,0.00,4105.00,4150.00,45.00,2.55,P100,,,,1x,,True,Expiration,2.55,2.50,1.65,0.05,0,0
7180743,2/10/2023 12:00:00 PM,C,0.00,4100.00,4145.00,45.00,2.30,P100,,,2/10/2023 1:20:00 PM,1x,4.60,False,Stop Loss,-2.30,-2.50,3.30,0.20,1.1,0
7180959,2/10/2023 12:15:00 PM,C,0.00,4090.00,4135.00,45.00,2.30,P100,,,2/10/2023 12:56:00 PM,1x,4.60,False,Stop Loss,-2.30,-2.50,3.30,0.20,1.1,0
7181175,2/10/2023 12:30:00 PM,C,0.00,4090.00,4135.00,45.00,2.80,P100,,,2/10/2023 1:15:00 PM,1x,5.60,False,Stop Loss,-2.80,-3.00,3.30,0.20,1.1,0
7187031,2/10/2023 12:45:00 PM,P,0.00,4045.00,4000.00,45.00,2.30,P100,,,,1x,,True,Expiration,2.30,2.25,1.65,0.05,0,0
7187255,2/10/2023 1:00:00 PM,P,0.00,4055.00,4010.00,45.00,2.35,P100,,,,1x,,True,Expiration,2.35,2.30,1.65,0.05,0,0
7187479,2/10/2023 1:15:00 PM,P,0.00,4060.00,4015.00,45.00,2.40,P100,,,,1x,,True,Expiration,2.40,2.35,1.65,0.05,0,0
7187699,2/10/2023 1:30:00 PM,P,0.00,4065.00,4015.00,50.00,2.30,P100,,,,1x,,True,Expiration,2.30,2.25,1.65,0.05,0,0
7182099,2/10/2023 1:45:00 PM,C,0.00,4095.00,4140.00,45.00,2.95,P100,,,,1x,,True,Expiration,2.95,2.90,1.65,0.05,0,0
7182283,2/10/2023 2:00:00 PM,C,0.00,4090.00,4135.00,45.00,3.15,P100,,,,1x,,True,Expiration (ITM),1.71,1.51,3.30,0.20,0,0
7182451,2/10/2023 2:15:00 PM,C,0.00,4090.00,4135.00,45.00,3.10,P100,,,,1x,,True,Expiration (ITM),1.66,1.46,3.30,0.20,0,0
7182615,2/10/2023 2:30:00 PM,C,0.00,4085.00,4130.00,45.00,2.85,P100,,,2/10/2023 2:54:00 PM,1x,5.70,False,Stop Loss,-2.85,-3.05,3.30,0.20,1.1,0
7188595,2/10/2023 2:45:00 PM,P,0.00,4070.00,4025.00,45.00,3.05,P100,,,,1x,,True,Expiration,3.05,3.00,1.65,0.05,0,0
7188755,2/10/2023 3:00:00 PM,P,0.00,4075.00,4025.00,50.00,2.30,P100,,,,1x,,True,Expiration,2.30,2.25,1.65,0.05,0,0
7188847,2/10/2023 3:15:00 PM,P,0.00,4080.00,4035.00,45.00,3.35,P100,,,,1x,,True,Expiration,3.35,3.30,1.65,0.05,0,0
7183115,2/10/2023 3:30:00 PM,C,0.00,4085.00,4130.00,45.00,2.80,P100,,,2/10/2023 3:38:00 PM,1x,5.60,False,Stop Loss,-2.80,-3.00,3.30,0.20,1.1,0
7189039,2/10/2023 3:45:00 PM,P,0.00,4085.00,4040.00,45.00,2.70,P100,,,,1x,,True,Expiration,2.70,2.65,1.65,0.05,0,0
7190099,2/13/2023 9:33:00 AM,P,0.00,4055.00,4010.00,45.00,2.35,P100,,,,1x,,True,Expiration,2.35,2.30,1.65,0.05,0,26
7190367,2/13/2023 9:45:00 AM,P,0.00,4070.00,4025.00,45.00,2.80,P100,,,,1x,,True,Expiration,2.80,2.75,1.65,0.05,0,0
7190679,2/13/2023 10:00:00 AM,P,0.00,4080.00,4030.00,50.00,2.35,P100,,,,1x,,True,Expiration,2.35,2.30,1.65,0.05,0,0
7190971,2/13/2023 10:15:00 AM,P,0.00,4080.00,4035.00,45.00,2.30,P100,,,,1x,,True,Expiration,2.30,2.25,1.65,0.05,0,0
7191255,2/13/2023 10:30:00 AM,P,0.00,4090.00,4035.00,55.00,2.30,P100,,,,1x,,True,Expiration,2.30,2.25,1.65,0.05,0,0
7191511,2/13/2023 10:45:00 AM,P,0.00,4095.00,4050.00,45.00,2.80,P100,,,,1x,,True,Expiration,2.80,2.75,1.65,0.05,0,0
7191791,2/13/2023 11:00:00 AM,P,0.00,4100.00,4055.00,45.00,2.30,P100,,,,1x,,True,Expiration,2.30,2.25,1.65,0.05,0,0
7192047,2/13/2023 11:15:00 AM,P,0.00,4105.00,4060.00,45.00,2.35,P100,,,,1x,,True,Expiration,2.35,2.30,1.65,0.05,0,0
7196819,2/13/2023 11:30:00 AM,C,0.00,4145.00,4190.00,45.00,2.65,P100,,,,1x,,True,Expiration,2.65,2.60,1.65,0.05,0,26
7192583,2/13/2023 11:45:00 AM,P,0.00,4110.00,4065.00,45.00,2.35,P100,,,,1x,,True,Expiration,2.35,2.30,1.65,0.05,0,0
7192799,2/13/2023 12:00:00 PM,P,0.00,4110.00,4065.00,45.00,2.65,P100,,,,1x,,True,Expiration,2.65,2.60,1.65,0.05,0,0
7193011,2/13/2023 12:15:00 PM,P,0.00,4115.00,4070.00,45.00,3.00,P100,,,,1x,,True,Expiration,3.00,2.95,1.65,0.05,0,0
7193227,2/13/2023 12:30:00 PM,P,0.00,4115.00,4070.00,45.00,2.60,P100,,,,1x,,True,Expiration,2.60,2.55,1.65,0.05,0,0
7193407,2/13/2023 12:45:00 PM,P,0.00,4120.00,4075.00,45.00,3.20,P100,,,,1x,,True,Expiration,3.20,3.15,1.65,0.05,0,0
7197711,2/13/2023 1:00:00 PM,C,0.00,4145.00,4190.00,45.00,2.60,P100,,,,1x,,True,Expiration,2.60,2.55,1.65,0.05,0,0
7197855,2/13/2023 1:15:00 PM,C,0.00,4140.00,4185.00,45.00,2.60,P100,,,2/13/2023 1:33:00 PM,1x,5.20,False,Stop Loss,-2.60,-2.80,3.30,0.20,1.1,0
7193959,2/13/2023 1:30:00 PM,P,0.00,4125.00,4080.00,45.00,3.25,P100,,,2/13/2023 2:34:00 PM,1x,6.50,False,Stop Loss,-3.25,-3.45,3.30,0.20,1.1,0
7194119,2/13/2023 1:45:00 PM,P,0.00,4125.00,4080.00,45.00,3.40,P100,,,2/13/2023 2:42:00 PM,1x,6.80,False,Stop Loss,-3.40,-3.60,3.30,0.20,1.1,0
7194295,2/13/2023 2:00:00 PM,P,0.00,4130.00,4085.00,45.00,3.10,P100,,,2/13/2023 2:29:00 PM,1x,6.20,False,Stop Loss,-3.10,-3.30,3.30,0.20,1.1,0
7198351,2/13/2023 2:15:00 PM,C,0.00,4140.00,4185.00,45.00,2.65,P100,,,,1x,,True,Expiration,2.65,2.60,1.65,0.05,0,0
7198471,2/13/2023 2:30:00 PM,C,0.00,4135.00,4180.00,45.00,2.90,P100,,,,1x,,True,Expiration (ITM),0.19,-0.01,3.30,0.20,0,0
7198591,2/13/2023 2:45:00 PM,C,0.00,4130.00,4175.00,45.00,3.30,P100,,,2/13/2023 3:39:00 PM,1x,6.60,False,Stop Loss,-3.30,-3.50,3.30,0.20,1.1,0
7194903,2/13/2023 3:00:00 PM,P,0.00,4120.00,4075.00,45.00,2.45,P100,,,,1x,,True,Expiration,2.45,2.40,1.65,0.05,0,0
7195023,2/13/2023 3:15:00 PM,P,0.00,4125.00,4080.00,45.00,3.50,P100,,,,1x,,True,Expiration,3.50,3.45,1.65,0.05,0,0
7195135,2/13/2023 3:30:00 PM,P,0.00,4130.00,4085.00,45.00,3.95,P100,,,,1x,,True,Expiration,3.95,3.90,1.65,0.05,0,0
7195231,2/13/2023 3:45:00 PM,P,0.00,4135.00,4090.00,45.00,2.70,P100,,,2/13/2023 3:51:00 PM,1x,5.40,False,Stop Loss,-2.70,-2.90,3.30,0.20,1.1,0
7206279,2/14/2023 9:33:00 AM,C,0.00,4170.00,4225.00,55.00,2.30,P100,,,2/14/2023 9:56:00 AM,1x,4.60,False,Stop Loss,-2.30,-2.50,3.30,0.20,1.1,26
7206779,2/14/2023 9:45:00 AM,C,0.00,4175.00,4225.00,50.00,2.30,P100,,,2/14/2023 10:02:00 AM,1x,4.60,False,Stop Loss,-2.30,-2.50,3.30,0.20,1.1,0
7217075,2/14/2023 10:00:00 AM,P,0.00,4095.00,4040.00,55.00,2.30,P100,,,2/14/2023 10:37:00 AM,1x,4.60,False,Stop Loss,-2.30,-2.50,3.30,0.20,1.1,26
7217587,2/14/2023 10:15:00 AM,P,0.00,4115.00,4065.00,50.00,2.35,P100,,,2/14/2023 10:32:00 AM,1x,4.70,False,Stop Loss,-2.35,-2.55,3.30,0.20,1.1,0
7208127,2/14/2023 10:30:00 AM,C,0.00,4175.00,4220.00,45.00,2.60,P100,,,,1x,,True,Expiration,2.60,2.55,1.65,0.05,0,0
7208567,2/14/2023 10:45:00 AM,C,0.00,4155.00,4200.00,45.00,2.55,P100,,,2/14/2023 1:18:00 PM,1x,5.10,False,Stop Loss,-2.55,-2.75,3.30,0.20,1.1,0
7209063,2/14/2023 11:00:00 AM,C,0.00,4150.00,4195.00,45.00,2.50,P100,,,2/14/2023 1:07:00 PM,1x,5.00,False,Stop Loss,-2.50,-2.70,3.30,0.20,1.1,0
7219623,2/14/2023 11:15:00 AM,P,0.00,4085.00,4040.00,45.00,2.55,P100,,,2/14/2023 11:30:00 AM,1x,5.10,False,Stop Loss,-2.55,-2.75,3.30,0.20,1.1,0
7209907,2/14/2023 11:30:00 AM,C,0.00,4140.00,4185.00,45.00,2.50,P100,,,2/14/2023 1:01:00 PM,1x,5.00,False,Stop Loss,-2.50,-2.70,3.30,0.20,1.1,0
